N,P,K,temperature,humidity,ph,rainfall,label
17.268078639988538,68.14543517574168,20.51133552618357,28.321725220617324,89.01616836003481,7.147974449288079,57.882104515474616,mungbean
30.093650417362824,19.002091879213367,28.301941312536464,33.36369293010087,94.65987674896029,6.804638874351532,167.8146939445578,coconut
87.58107004126245,55.29540157331739,31.470254571931516,27.224396583257203,64.84661014135396,6.476849465562238,66.39558181847944,maize
108.63912540080167,17.57154521593757,55.461919008400905,31.581003469181443,85.25632249884423,7.387121213796543,37.03673617637867,muskmelon
71.94902294355091,63.220377353460215,32.778902765973214,24.01519537834509,76.81825626211504,6.762900350187713,71.16608507077663,maize
25.21178940216155,60.63761142445969,16.539433387617482,21.961561451379254,29.569969110909696,6.732746419878039,99.5706461184462,kidneybeans
24.71041411587162,23.27583247882888,37.26774191105145,30.250476941283154,87.50457734531773,7.288199072212318,48.397418682610855,pomegranate
55.80904522182944,69.37754752750502,59.43417090228695,28.054079509378862,86.0033105321207,6.148282537895916,156.16285347857138,papaya
106.1126284196533,76.60109609638224,71.02869082213243,20.4092266670065,56.28173330042789,6.377698588360429,74.19871954527436,wheat
133.40119845067386,63.3993521177681,29.838097886971397,27.155009958338294,84.7729368698628,6.311852504347663,72.67748879659545,cotton
56.77276626359827,61.855914040704974,50.041175816133574,27.207100216855586,90.80761091952253,6.483680445757867,158.30673176978428,papaya
15.441322973645818,64.56303180640097,16.722642781273606,33.143867792687615,38.410042576542374,6.6982694866308075,47.5942255885534,mothbeans
17.959784126664008,73.04661637899471,20.93119824411861,22.144241640712423,38.97513206304828,5.653773946099712,90.83126785240606,kidneybeans
28.885494928717257,122.23600742467875,201.30577919907964,13.730377142067027,89.31716885026611,6.13405050830672,110.27943751415124,apple
95.63247577255211,35.82132747493223,36.43077643780753,26.22566980692464,75.81949211093698,6.397396329333609,172.1269998625881,jute
88.82119130119997,29.204866838545183,46.73099787421242,27.288520787639044,92.71957539968885,6.367658046059108,51.82190761071228,watermelon
98.71226736498623,31.603659332353878,50.40694543723883,27.59548480514357,86.1427772041807,6.37473102253576,58.5105864329379,watermelon
17.997885906563162,121.79934557721921,201.2676748133233,11.706436937209777,86.38775884112631,5.800030480595496,111.26612038737855,apple
19.7745762382229,18.764497863825653,26.171645331267342,29.274151201877096,92.45358162117678,6.848039580703241,179.86177311967282,coconut
33.655058781206264,40.50344622373225,18.075674110264323,33.86171294055993,43.75555686561046,7.346885958400195,56.5210881489259,mothbeans
26.717042448663367,28.483842332300014,41.085223087569005,33.56902207980175,54.95137101697344,6.270450075892977,88.18273148055279,mango
62.24396169681893,68.62189104776361,45.09192970970521,31.033757433583517,85.24656055706893,6.908692766302906,141.47260357876607,papaya
26.627697906730223,18.629833420105392,37.12769909890616,33.94667624314013,85.16277241799513,6.948854487798716,148.4118097707887,coconut
133.46080777790314,60.36269920326329,24.67624037950179,26.758200038694387,67.60175711950643,6.017109540236341,101.68037793441201,cotton
36.82282907599752,83.39369539451216,32.85116454972949,19.194479939573135,39.50913757517204,6.214503599951648,89.85239112876613,kidneybeans
23.705245593131075,63.01728501946549,21.900336798491324,25.54732706924986,36.12726319105287,7.128042714991526,38.78539714378276,mothbeans
31.684260223541965,74.69151792752226,24.996109570423783,27.854040684634224,66.7161678843049,6.164223549103491,98.29183344037918,blackgram
110.54441918456635,83.41997279998563,56.84796931553308,31.183463070454575,77.26199478847644,5.734497157589258,97.48134901799084,banana
15.423276279640765,126.73411337795068,192.8895139318921,13.494583181170587,94.05489477491325,5.536893288910768,108.79202847847695,apple
96.62947162757929,56.55470610467281,63.415106954848014,12.016220154084614,41.90124911418303,7.484940348584917,72.56476914823061,wheat
27.426612483114145,57.96795283155506,17.212071977463218,25.355902308064763,59.82990908057145,6.8490925233733275,32.15322099633836,mothbeans
23.851546918656307,41.20906777621952,31.409751689605496,33.26340810950187,47.64001390288885,7.029654333407584,61.99133457783134,mothbeans
84.36482488853187,35.12979042773994,54.794457809326126,26.731205484252555,91.20236659502804,6.802450058498106,163.04394545333466,jute
22.521094179616025,42.25836149955021,17.247940543520258,25.493089871098245,80.14958432984939,6.203492200740566,37.80144120757302,mungbean
15.20568991871384,72.9012493310536,29.124923251105244,28.585722196146556,64.6538096130403,5.779698589409313,113.99718637932482,pigeonpeas
125.13345461194615,54.55926407895871,29.803554996528835,33.530121152123236,70.27107943702273,6.7431716818250695,74.84260171399926,cotton
95.94216754108317,53.1928717897877,35.18394103233259,21.522073142990482,88.27003538216111,5.012653959615546,174.1212077126248,rice
91.80744779074814,43.124967537862226,43.77942841411272,21.17684572013399,75.50701486830916,7.406621036694813,275.3970180768309,rice
10.982967806903542,60.731864180390744,30.810272150672954,18.171258994861475,29.049867248934465,6.460047684912396,55.63198539977041,lentil
90.49140539106463,58.93440946575903,38.06749944438799,29.449679026450305,58.005226384265214,6.316733646941274,60.34551962988729,maize
121.77015637403451,63.91245311942746,28.300895747174838,24.203067215549712,71.83037574795263,7.942592454857091,78.61831491143013,cotton
19.279708348807617,43.99852774246519,33.55491466150815,33.67702097919239,89.15241171481071,6.159320741382684,53.27631763409079,mungbean
103.90316678305078,41.00611926548127,26.298546214631415,27.529618566272887,84.88873161848923,6.194508431711065,102.78138407676168,cotton
26.15914656218038,63.03293853143013,17.279317742384823,31.43907957067765,91.68649591498797,6.866030101829502,49.392221256842674,mungbean
32.12598653432234,129.8121937662348,194.33373287410785,12.545851596218094,85.00157744578057,6.218237994981284,104.44388835383963,apple
29.856642633639506,67.23682710340572,20.74805067690965,20.04182530440194,29.12922775462593,5.71614376780038,30.042850292375302,lentil
23.209862290826834,123.85059830876278,204.902654969968,11.905843980365114,86.0387379027881,6.2101450375965035,108.35348081807935,apple
28.124559808176134,127.70082475680823,206.72946383331941,24.249325139983064,93.05636925274918,5.877545422995557,131.54745716925697,apple
102.76186299574697,15.713488327210648,35.27044153824967,24.09520311309924,54.78232935505268,5.4099943746869945,171.22778770381896,coffee
17.549994533439715,122.79091124222687,201.78534677513335,22.98176958688174,78.99566462145036,6.849179626830753,78.54732818923107,grapes
25.590633636478657,15.051720133694484,51.59287610705857,29.966923339586764,94.18510305576207,6.3178544715133444,43.23939678901269,pomegranate
15.479508947530633,129.39076064104745,206.3973629505401,23.309126007819565,81.75873739224176,5.92828760757301,65.96085045582711,grapes
17.03299744683811,67.28645419036415,26.379109665637017,32.621745871816444,91.23613436701773,6.512773562875887,43.0108299396114,mungbean
106.72000027675722,29.37062636244492,46.094524993885315,32.67463935830734,87.39552682310307,6.846783027168829,52.01479548900787,watermelon
138.25036792109523,50.84319707239944,26.784402064319966,34.244837083069235,81.92472077434964,6.417335249023184,84.80149471267721,cotton
12.264869032796398,72.10561647399413,32.2368764658966,18.587976718490673,49.83692770053574,7.197929248844982,32.222247216313434,lentil
99.76046682397222,73.55385115283445,45.20459768753822,28.03219546718591,88.95980942995585,6.685389855912541,91.83011338481317,banana
76.25928961012752,75.56695861686914,65.75764737248656,13.00787090050505,54.74783640224311,6.096313405612701,90.73799813400791,wheat
101.62002745927678,55.31671324348699,27.091677264876076,27.691393906572056,73.8645167883906,7.599658908099803,90.52530870209097,cotton
29.446223366474158,125.71370991090137,198.84312276225623,16.07254536497453,80.84486133432173,6.612404529605813,67.72886701861634,grapes
22.451507956655632,55.30140943164495,18.896809833107284,18.843947774418353,48.51510684767405,6.459022600887896,42.73116078160904,lentil
75.88755414450705,72.2954942654276,61.85138051718015,18.3126700377369,59.542611650555926,7.244612705560803,64.44948902324222,wheat
18.61570301124759,46.71994037575495,18.972891537948115,27.46857027595733,39.19246348053109,7.332700680129783,53.51966517855331,mothbeans
98.66500772520823,26.704406587819104,49.213249096013996,36.832882118334055,88.04110007342837,6.6745881158881595,30.875249118373112,muskmelon
26.59072738299962,20.73321162574046,32.33915663633991,26.09067348817582,46.306909306805146,5.8801856945095246,44.45481155983275,mango
81.54366247752536,96.36643437738556,49.72399841188399,26.289789079271653,84.36922474174173,6.397459113544028,81.2388241369004,banana
114.86292434064801,44.87575579472886,16.71484671178688,31.623962279827765,79.25076171753791,7.938025927006,98.67091054526816,cotton
98.75634601572546,34.72764343257784,53.00384595165613,23.470374834522357,92.42410347223982,6.251853362345709,55.54604296287837,watermelon
34.085129358727926,67.53605260129687,20.38113765814333,34.95645176674349,64.60367030523776,6.72882840928442,78.29258937053359,blackgram
29.700503723796466,55.25269805090586,24.76355350621628,26.331821256675234,37.839990536561515,7.128649209375628,53.97197148025555,mothbeans
41.61511998111318,69.83368257983646,25.128462563430563,27.05881988178321,62.04962093886702,6.1891652125179375,56.49285067089405,blackgram
29.19609426544744,148.51776039227815,194.89232548104533,26.191964673579633,82.81223379216124,5.902835710930962,75.53213679592781,grapes
18.998873485377192,60.787267330743035,29.66320756273599,34.954215129254564,80.75022398767518,6.807330152802713,45.99970643578815,mungbean
36.115808988081525,73.94256763655129,25.650081328319636,16.153946421789172,35.140947233085285,5.67580585852035,80.23239453394513,kidneybeans
47.58169513905168,49.45687020805102,58.86645137676393,34.91014390202169,89.81355832107852,6.680061028306836,171.78261377084175,papaya
107.46430643654995,17.51225407040604,51.27670184574342,26.47930480384238,87.47226080376723,6.457631874545175,50.37779063302163,watermelon
31.506780343919214,57.18705506103711,78.05746565265274,18.838776422623262,20.809608076401197,6.562008997817427,90.17413716484424,chickpea
62.99776002742561,49.89246348257599,56.46845577085653,25.305531496638213,88.75497241321621,6.110748507830509,128.19803532765596,papaya
60.789317316961885,68.51591377015608,48.025568360796626,29.02704230141264,87.4032288074483,6.3587615674661375,173.17320859389997,papaya
92.5024718187216,30.14591144142386,48.405019490076306,24.876595683860394,82.4212548153136,6.371994759789162,56.94024070778167,watermelon
81.43902675738428,32.64096372015398,51.665907283736544,32.656267430595534,86.39187802757986,6.005081771973959,24.905801872872857,muskmelon
